,word,if-then,variable,print,loop
139,birth,0,0,0,0.0
140,bit,0,0,0,0.0
141,blab,0,0,0,0.0
142,blackmail,0,0,0,0.0
143,blazon,0,0,0,0.0
144,block,0,0,0,0.0
145,bludgeon,0,0,0,0.0
146,blunder,0,0,0,0.0
147,body,0,0,0,0.0
148,bother,0,0,0,0.0
149,bow,0,0,0,0.0
150,brake,0,0,0,0.0
151,brand,1,3,2,0.0
152,break,0,0,0,0.0
153,breed,0,0,0,0.0
154,brew,0,0,0,0.0
155,bridle,0,0,0,0.0
156,brief,0,0,0,0.0
157,brigade,0,0,0,0.0
158,broadcast,0,0,2,0.0
159,browbeat,0,0,0,0.0
160,brush,0,0,0,0.0
161,buckle,0,0,0,0.0
162,bugger,0,0,0,0.0
163,build,0,5,0,5.0
164,bulldoze,0,0,0,0.0
165,bully,0,0,0,0.0
166,bung,0,0,0,0.0
167,bunny,0,0,0,0.0
168,but,5,0,0,0.0
169,butt,0,0,0,0.0
170,by,0,0,0,0.0
171,cake,0,0,0,0.0
172,calculate,0,0,0,3.0
173,calibrate,0,5,0,0.0
174,capricious,0,0,0,0.0
175,carve,0,0,0,0.0
176,case,5,0,0,0.0
177,catch,0,0,0,0.0
178,cause,0,5,0,0.0
179,cell,0,0,0,0.0
180,centre,0,0,0,0.0
181,certify,0,0,0,0.0
182,chameleonic,0,0,0,0.0
183,change,0,5,0,0.0
184,changeable,0,0,0,0.0
185,changeful,0,0,0,0.0
186,changing,0,0,0,0.0
187,chaperone,0,0,0,0.0
188,characteristic,0,0,0,0.0
189,charge,0,0,0,0.0
190,chase,0,0,0,0.0
191,chattels,0,0,0,0.0
192,check,5,0,0,0.0
193,choose,0,0,0,0.0
194,chore,0,0,0,0.0
195,chronicle,0,0,0,0.0
196,circle,0,0,0,0.0
197,circulate,0,0,0,0.0
198,circumstances,0,0,0,0.0
199,claim,0,0,0,0.0
200,clarify,0,0,0,0.0
201,clear,0,0,0,0.0
202,clobber,0,0,0,0.0
203,clock,0,0,0,0.0
204,closing,0,0,0,0.0
205,clot,0,0,0,0.0
206,clothes,0,0,0,0.0
207,clothing,0,0,0,0.0
208,coagulate,0,0,0,0.0
209,coerce,0,5,0,0.0
210,coil,0,0,0,0.0
211,collapse,0,0,0,0.0
212,collection,0,0,0,0.0
213,collimate,0,0,0,0.0
214,comb,0,0,0,0.0
215,come,0,0,0,0.0
216,command,0,0,0,0.0
217,commanding,0,0,0,0.0
218,commend,0,0,0,0.0
219,commensurate,0,0,0,0.0
220,comment,0,0,0,0.0
221,commission,0,5,0,0.0
222,commit,0,5,0,0.0
223,commodity,0,0,0,0.0
224,communicate,0,0,4,0.0
225,commute,0,0,0,0.0
226,company,0,0,0,0.0
227,comparable,0,0,0,0.0
228,compare,0,0,0,0.0
229,compel,0,5,0,0.0
230,compile,0,0,0,0.0
231,complete,0,0,0,0.0
232,complex,0,0,0,0.0
233,component,0,0,0,0.0
234,compose,0,0,0,0.0
235,comprehend,3,2,0,0.0
236,compute,0,0,0,3.0
237,conceive,0,0,0,0.0
238,concentrate,0,0,0,0.0
239,concept,0,0,0,0.0
240,conception,0,0,0,0.0
241,concern,0,0,0,0.0
242,concerning,0,0,0,0.0
243,conclude,1,0,0,0.0
244,concluding,0,0,0,0.0
245,concoct,0,0,0,0.0
246,conditions,0,0,0,0.0
247,conduct,0,0,0,0.0
248,confer,0,0,0,0.0
249,confirm,5,0,0,0.0
250,congeal,0,0,0,0.0
251,consider,5,0,0,0.0
252,consign,0,0,0,0.0
253,constituent,0,0,0,0.0
254,constitute,0,0,0,0.0
255,constrain,0,0,0,0.0
256,construct,0,5,0,5.0
257,consummate,0,0,0,0.0
258,contain,0,0,0,0.0
259,contemplate,0,0,0,0.0
260,contend,0,0,0,0.0
261,contingency,0,0,0,0.0
262,contingent,0,0,0,0.0
263,contrasting,0,0,0,0.0
264,contribute,0,0,0,0.0
265,contrivance,0,0,0,0.0
266,control,0,0,0,0.0
267,convert,0,2,0,0.0
268,convey,0,0,0,0.0
269,convolution,0,0,0,0.0
270,cook,0,0,0,0.0
271,cool,0,0,0,0.0
272,coordinate,0,5,0,0.0
273,cope,0,0,0,0.0
274,copy,2,0,0,0.0
275,core,0,0,0,0.0
276,corps,0,0,0,0.0
277,correct,0,5,0,0.0
278,correspond,0,0,0,0.0
279,correspondent,0,0,0,0.0
280,corresponding,0,0,0,0.0
281,corroborate,0,0,0,0.0
282,couch,0,0,0,0.0
283,count,0,0,0,0.0
284,cover,0,0,0,0.0
285,crap,0,0,0,0.0
286,create,0,5,0,5.0
287,creation,0,0,0,0.0
288,creature,0,0,0,0.0
289,credit,0,3,0,0.0
290,crew,0,0,0,0.0
291,crisis,0,0,0,0.0
292,cross,0,0,0,0.0
293,crystallize,0,0,0,0.0
294,curb,0,0,0,0.0
295,curl,0,0,0,0.0
296,curve,0,0,0,0.0
297,customize,0,0,0,0.0
298,cut,0,0,0,0.0
299,day job,0,0,0,0.0
300,deadly,0,0,0,0.0
301,deal,0,5,0,0.0
302,deboss,0,0,0,0.0
303,decide,0,0,0,0.0
304,decipher,3,2,1,2.0
305,deck,0,0,0,0.0
306,declaration,0,0,0,0.0
307,declare,0,5,0,0.0
308,decline,5,0,0,0.0
309,decorate,0,0,0,0.0
310,dedicate,0,0,0,0.0
311,deduce,0,0,0,0.0
312,deed,0,0,0,0.0
313,deem,0,2,0,0.0
314,degree,0,0,0,0.0
315,delate,0,0,0,0.0
316,delay,0,0,0,0.0
317,delegate,0,5,0,0.0
318,delineate,0,0,0,0.0
319,deliver,0,0,1,0.0
320,demise,0,0,0,0.0
321,demonstrate,5,3,0,0.0
322,demonstration,0,0,0,0.0
323,denomination,0,0,0,0.0
324,denounce,0,0,0,0.0
325,depict,0,0,0,0.0
326,depose,0,0,0,0.0
327,deposit,0,5,0,0.0
328,descend,0,0,0,0.0
329,describe,0,0,5,0.0
330,descry,0,0,0,0.0
331,design,0,0,0,4.0
332,designate,0,5,0,0.0
333,detachment,0,0,0,0.0
334,detail,0,0,0,0.0
335,determine,0,0,5,0.0
336,detestation,0,0,0,0.0
337,develop,0,5,0,5.0
338,device,0,0,0,0.0
339,devil,0,0,0,0.0
340,devise,0,0,0,0.0
341,devote,0,0,0,0.0
342,different,0,0,0,0.0
343,differentiate,0,0,0,0.0
344,differently,0,0,0,0.0
345,difficulty,0,0,0,0.0
346,dingus,0,0,0,0.0
347,direct,0,0,0,0.0
348,disappear,0,0,0,0.0
349,discern,0,0,0,0.0
350,discharge,0,0,0,0.0
351,disclose,0,0,0,0.0
352,discriminate,0,0,0,0.0
353,disinterested,0,0,0,0.0
354,dislike,0,0,0,0.0
355,disparate,0,0,0,0.0
356,display,0,0,3,0.0
357,dispose,0,0,0,0.0
358,disposition,0,0,0,0.0
359,dissect,0,0,0,0.0
360,disseminate,0,0,0,0.0
361,dissimilar,0,0,0,0.0
362,distinct,0,0,0,0.0
363,distinguish,0,3,0,0.0
364,diversity,0,0,0,0.0
365,division,0,0,0,0.0
366,divulge,0,0,2,0.0
367,do,0,0,0,0.0
368,document,0,0,0,0.0
369,domain,0,0,0,0.0
370,donate,0,0,0,0.0
371,doobry,0,0,0,0.0
372,doodad,0,0,0,0.0
373,doodah,0,0,0,0.0
374,doohickey,0,0,0,0.0
375,doojigger,0,0,0,0.0
376,down,0,0,0,0.0
377,downright,0,0,0,0.0
378,draft,0,5,0,0.0
379,dragoon,0,0,0,0.0
380,draw,0,0,0,0.0
381,dress,0,0,0,0.0
382,drive,0,0,0,0.0
383,drop,0,0,0,0.0
384,dry,0,0,0,0.0
385,dub,0,0,0,0.0
386,dump,0,0,5,0.0
387,dunnage,0,0,0,0.0
388,duplicate,0,0,0,0.0
389,during,0,0,0,0.0
390,dying,0,0,0,0.0
391,each,0,0,0,5.0
392,earmark,0,0,0,0.0
393,earn,0,0,0,0.0
394,echo,0,0,0,0.0
395,effect,0,5,0,5.0
396,effects,0,0,0,0.0
397,effectuate,0,0,0,0.0
398,egalitarian,0,0,0,0.0
399,elect,0,5,0,0.0
400,element,0,3,3,0.0
401,else,5,0,0,0.0
402,elucidate,0,0,0,0.0
403,embed,0,5,0,0.0
404,embellish,0,0,0,0.0
405,embody,0,0,0,0.0
406,emboss,0,0,0,0.0
407,emergency,0,0,0,0.0
408,emit,0,0,0,0.0
409,employ,0,5,0,0.0
410,employment,0,0,0,0.0
411,enact,0,0,0,0.0
412,end,0,0,0,0.0
413,end-stage,0,0,0,0.0
414,engage,0,0,0,0.0
415,engender,0,0,0,0.0
416,engineer,0,0,0,0.0
417,engrave,0,0,0,0.0
418,enjoin,0,0,0,0.0
419,enkindle,0,0,0,0.0
420,enlist,0,5,0,0.0
421,enquiry,0,0,0,0.0
422,enrol,0,5,0,0.0
423,enter,0,5,0,0.0
424,entire,0,0,0,1.0
425,entity,0,0,0,0.0
426,entrust,0,0,0,0.0
427,enunciate,0,0,1,0.0
428,environment,0,0,0,0.0
429,episode,0,0,0,0.0
430,equal,3,3,0,0.0
431,equipment,0,0,0,0.0
432,equitable,0,0,0,0.0
433,equivalent,0,0,0,0.0
434,erect,0,0,0,0.0
435,err,0,0,0,0.0
436,escort,0,0,0,0.0
437,espy,0,0,0,0.0
438,essential,0,0,0,0.0
439,essentials,0,0,0,0.0
440,establish,3,3,0,0.0
441,esteem,0,0,0,0.0
442,estimate,0,0,0,0.0
443,etch,0,0,0,0.0
444,evaluate,0,0,0,3.0
445,even,0,0,0,0.0
446,even-handed,0,0,0,0.0
447,event,0,0,0,0.0
448,eventuality,0,0,0,0.0
449,every,0,0,0,5.0
450,evidence,0,2,0,0.0
451,evince,0,0,0,0.0
452,evolve,0,0,0,0.0
453,examination,0,0,0,0.0
454,examine,0,0,0,0.0
455,example,0,0,0,0.0
456,exceeding,0,0,0,0.0
457,exchange,0,0,0,0.0
458,execute,0,0,5,0.0
459,exemplification,0,0,0,0.0
460,exhibit,0,0,0,0.0
461,exhibition,0,0,0,0.0
462,explicate,0,0,0,0.0
463,exploit,0,0,0,0.0
464,exploration,0,0,0,0.0
465,explore,0,0,0,0.0
466,exposition,0,0,0,0.0
467,expound,0,0,0,0.0
468,express,0,0,2,0.0
469,expression,0,0,0,0.0
470,extra,0,0,0,0.0
471,extreme,0,0,0,0.0
472,eye,0,0,0,0.0
473,eyeball,0,0,0,0.0
474,fabricate,0,5,0,5.0
475,face,0,0,0,0.0
476,facet,0,0,0,0.0
477,fact,0,0,0,0.0
478,faction,0,0,0,0.0
479,factor,0,0,0,0.0
480,facts,0,0,0,0.0
481,fair,0,0,0,0.0
482,fair-minded,0,0,0,0.0
483,fare,0,0,0,0.0
484,fashion,0,5,0,5.0
485,fashionable,0,0,0,0.0
486,fatal,0,0,0,0.0
487,father,0,0,0,0.0
488,fear,0,0,0,0.0
489,feat,0,0,0,0.0
490,feature,0,0,0,0.0
491,fetch,0,0,0,0.0
492,fetish,0,0,0,0.0
493,fickle,0,0,0,0.0
494,field,0,0,0,0.0
495,fifty-fifty,0,0,0,0.0
496,figure,1,0,0,2.0
497,final,0,0,0,0.0
498,find,0,0,0,0.0
499,finery,0,0,0,0.0
500,finger,0,0,0,0.0
501,finish,0,0,0,0.0
502,finishing,0,0,0,0.0
503,fit,0,0,0,0.0
504,fitful,0,0,0,0.0
505,fix,0,0,0,0.0
506,fixation,0,0,0,0.0
507,flaunt,0,0,0,0.0
508,floating,0,0,0,0.0
509,fluctuating,0,0,0,0.0
510,fluid,0,0,0,0.0
511,focus,0,0,0,0.0
512,foil,0,0,0,0.0
513,following,0,0,0,0.0
514,footing,0,0,0,0.0
515,for,0,0,0,5.0
516,force,0,5,0,0.0
517,forecast,1,0,0,0.0
518,forewarn,0,0,0,0.0
519,forge,0,5,0,5.0
520,form,0,5,0,5.0
521,formation,0,0,0,0.0
522,formulate,0,0,5,0.0
523,foster,0,0,0,0.0
524,found,0,5,0,0.0
525,foundations,0,0,0,0.0
526,fragment,0,0,0,0.0
527,frame,0,0,0,0.0
528,freeze,0,0,0,0.0
529,front,0,0,0,0.0
530,frustrate,0,0,0,0.0
531,full,0,0,0,1.0
532,fundamentals,0,0,0,0.0
533,furnish,0,0,0,0.0
534,further,0,0,0,0.0
535,furthermore,0,0,0,0.0
536,gadget,0,0,0,0.0
537,gain,0,0,0,0.0
538,gape,0,0,0,0.0
539,garb,0,0,0,0.0
540,garments,0,0,0,0.0
541,garms,0,0,0,0.0
542,garrison,0,0,0,0.0
543,gauge,2,0,0,0.0
544,gawp,0,0,0,0.0
545,gaze,0,0,0,0.0
546,gear,0,0,0,0.0
547,gel,0,0,0,0.0
548,gelatinize,0,0,0,0.0
549,generate,0,5,0,5.0
550,get,0,0,0,0.0
551,give,0,5,2,0.0
552,glance,0,0,0,0.0
553,glimpse,0,0,0,0.0
554,go,0,0,0,0.0
555,goal,0,0,0,0.0
556,goods,0,0,0,0.0
557,goof,0,0,0,0.0
558,grant,0,0,0,0.0
559,greatest,0,0,0,0.0
560,grip,0,0,0,0.0
561,groom,0,0,0,0.0
562,gross,0,0,0,0.0
563,guarantee,0,0,0,0.0
564,gubbins,0,0,0,0.0
565,guess,0,0,0,0.0
566,guesstimate,0,0,0,0.0
567,guide,0,0,0,0.0
568,habitat,0,0,0,0.0
569,halt,0,0,0,0.0
570,hamper,0,0,0,0.0
571,hand,0,0,0,0.0
572,hang-up,0,0,0,0.0
573,happening,0,0,0,0.0
574,harden,0,0,0,0.0
575,harmonize,0,5,0,0.0
576,harvest,0,0,0,0.0
577,hatch,0,0,0,0.0
578,hatred,0,0,0,0.0
579,haunt,0,0,0,0.0
580,have,0,0,0,0.0
581,heart,0,0,0,0.0
582,hector,0,0,0,0.0
583,heed,0,0,0,0.0
584,helix,0,0,0,0.0
585,hint,0,0,0,0.0
586,hip,0,0,0,0.0
587,hire,0,5,0,0.0
588,hold,0,0,0,0.0
589,hole,0,0,0,0.0
590,hook,0,0,0,0.0
591,hoop,0,0,0,0.0
592,horror,0,0,0,0.0
593,host,0,0,0,0.0
594,hypothecate,5,0,0,0.0
595,idea,0,0,0,0.0
596,identical,0,0,0,0.0
597,identify,0,5,0,0.0
598,if,5,0,0,0.0
599,illustrate,0,0,0,0.0
600,illustration,0,0,0,0.0
601,impart,0,0,0,0.0
602,impartial,0,0,0,0.0
603,impede,0,0,0,0.0
604,impedimenta,0,0,0,0.0
605,impel,0,0,0,0.0
606,implement,0,0,0,0.0
607,implements,0,0,0,0.0
608,impose,0,0,0,0.0
609,impress,0,0,0,0.0
610,imprint,0,0,0,0.0
611,improve,0,0,0,0.0
612,impute,0,0,0,0.0
613,in,0,0,0,5.0
614,inaugurate,0,0,0,0.0
615,incident,0,0,0,0.0
616,inconsistent,0,0,0,0.0
617,inconstant,0,0,0,0.0
618,incorporate,0,0,0,0.0
619,incurable,0,0,0,0.0
620,incurvation,0,0,0,0.0
621,indicate,2,0,2,0.0
622,indistinguishable,0,0,0,0.0
623,induct,0,0,0,0.0
624,infix,0,0,0,0.0
625,inflict,0,0,0,0.0
626,inform,1,3,4,2.0
627,ingeminate,0,0,0,0.0
628,ingrain,0,0,0,0.0
629,ingredient,0,0,0,0.0
630,inhibit,0,0,0,0.0
631,initiate,0,5,0,0.0
632,inoperable,0,0,0,0.0
633,inquest,0,0,0,0.0
634,inscribe,0,0,0,0.0
635,insert,0,5,0,0.0
636,inset,0,0,0,0.0
637,inside,0,5,0,2.0
638,insist,0,0,0,0.0
639,inspect,0,0,0,0.0
640,inspection,0,0,0,0.0
641,inspire,0,0,0,0.0
642,install,0,5,0,0.0
643,instance,0,0,0,0.0
644,instantiate,0,5,0,0.0
645,institute,0,0,0,0.0
646,instruct,0,0,0,0.0
647,instrument,0,0,0,0.0
648,integrand,0,0,0,0.0
649,integrant,0,0,0,0.0
650,intent,0,0,0,0.0
651,intention,0,0,0,0.0
652,interchange,0,0,0,0.0
653,interface,0,0,0,0.0
654,interior,0,0,0,0.0
655,interject,0,0,0,0.0
656,interpolate,0,0,0,0.0
657,interpose,0,0,0,0.0
658,intimate,0,0,0,0.0
659,intimidate,0,0,0,0.0
660,into,0,0,0,1.0
661,introduce,0,5,3,0.0
662,invent,0,0,0,0.0
663,invest,0,0,0,0.0
664,investigate,0,0,0,0.0
665,investigation,0,0,0,0.0
666,irregular,0,0,0,0.0
667,issue,0,0,0,0.0
668,item,0,0,0,0.0
669,iterate,0,0,0,5.0
670,jam,0,0,0,0.0
671,job,0,0,0,0.0
672,journey,0,0,0,0.0
673,judge,1,0,0,0.0
674,junk,0,0,0,0.0
675,just,0,0,0,0.0
676,kaleidoscopic,0,0,0,0.0
677,keep,0,0,0,0.0
678,killing,0,0,0,0.0
679,kink,0,0,0,0.0
680,kit,0,0,0,0.0
681,last,0,0,0,0.0
682,later,3,0,0,0.0
683,launch,0,0,0,0.0
684,lay,0,5,0,0.0
685,lead,0,0,0,0.0
686,lean,0,0,0,0.0
687,learn,0,0,0,0.0
688,leave,0,0,0,0.0
689,legion,0,0,0,0.0
690,lend,0,0,0,0.0
691,lethal,0,0,0,0.0
692,level,0,0,0,0.0
693,lie,0,0,0,0.0
694,life,0,0,0,0.0
695,like,0,0,0,0.0
696,line-up,0,0,0,0.0
697,list,0,0,1,4.0
698,load,0,5,3,0.0
699,loathing,0,0,0,0.0
700,locale,0,0,0,0.0
701,locality,0,0,0,0.0
702,location,0,0,0,0.0
703,locus,0,0,0,0.0
704,lodge,0,0,0,0.0
705,log,0,0,0,0.0
706,look,0,0,0,5.0
707,loop,0,0,0,5.0
708,luggage,0,0,0,0.0
709,maintain,0,0,0,0.0
710,make,0,5,0,5.0
711,make out,0,0,0,0.0
712,manage,0,0,0,0.0
713,manifest,0,0,0,0.0
714,manifestation,0,0,0,0.0
715,manufacture,0,5,0,5.0
716,mark,0,0,0,0.0
717,marshalling,0,0,0,0.0
718,mash,0,0,0,0.0
719,matching,0,0,0,0.0
720,materialize,0,0,0,0.0
721,matter,0,0,0,0.0
722,matters,0,0,0,0.0
723,maximum,0,0,0,0.0
724,measure,0,0,0,0.0
725,measurement,0,0,0,0.0
726,medium,0,0,0,0.0
727,member,0,0,0,0.0
728,mention,0,0,0,0.0
729,mess,0,0,0,0.0
730,metamorphose,0,0,0,0.0
731,middle,0,0,0,0.0
732,milieu,0,0,0,0.0
733,mind,0,0,0,0.0
734,miscalculate,0,0,0,0.0
735,mixture,0,0,0,0.0
736,model,0,5,0,5.0
737,modify,0,1,0,0.0
738,module,0,0,0,0.0
739,monitor,0,0,0,0.0
740,moot,0,0,0,0.0
741,more,0,0,0,0.0
742,moreover,0,0,0,0.0
743,mortal,0,0,0,0.0
744,mould,0,5,0,5.0
745,mount,0,5,0,0.0
746,movable,0,0,0,0.0
747,movables,0,0,0,0.0
748,move,0,0,0,0.0
749,muffle,0,0,0,0.0
750,muster,0,0,0,0.0
751,mutable,0,0,0,0.0
752,name,0,0,5,0.0
753,narrate,0,0,3,0.0
754,net,0,0,0,0.0
755,neurosis,0,0,0,0.0
756,neutral,0,0,0,0.0
757,next,3,0,0,3.0
758,nod,0,0,0,0.0
759,nominate,0,0,0,0.0
760,non-discriminatory,0,0,0,0.0
761,non-partisan,0,0,0,0.0
762,noose,0,0,0,0.0
763,note,0,0,0,0.0
764,notify,0,0,3,0.0
765,notion,0,0,0,0.0
766,now,0,0,0,0.0
767,nucleus,0,0,0,0.0
768,nuts and bolts,0,0,0,0.0
769,object,0,0,0,0.0
770,objective,0,0,0,0.0
771,oblige,0,0,0,0.0
772,observation,0,0,0,0.0
773,observe,0,0,0,0.0
774,obsession,0,0,0,0.0
775,obstruct,0,0,0,0.0
776,obtain,0,2,0,0.0
777,occasion,0,0,0,0.0
778,occurrence,0,0,0,0.0
779,oeuvre,0,0,0,0.0
780,offer,0,0,0,0.0
781,ogle,0,0,0,0.0
782,opine,0,0,0,0.0
783,or,0,0,0,0.0
784,ordain,0,0,0,0.0
785,order,0,0,0,0.0
786,ordering,0,0,0,0.0
787,organize,0,0,0,0.0
788,orientate,0,0,0,0.0
789,originate,0,5,0,0.0
790,ornament,0,0,0,0.0
791,other,0,0,0,0.0
792,otherwise,5,0,0,0.0
793,out-and-out,0,0,0,0.0
794,out-turn,0,0,0,0.0
795,outfit,0,0,0,0.0
796,output,0,0,5,0.0
797,oval,0,0,0,0.0
798,over,0,0,0,5.0
799,overlook,0,0,0,0.0
800,paint,0,0,0,0.0
801,parade,0,0,0,0.0
802,paraphernalia,0,0,0,0.0
803,park,0,0,0,0.0
804,parrot,0,0,0,0.0
805,part,0,0,0,0.0
806,particular,0,0,0,0.0
807,pass,0,3,0,0.0
808,past,0,0,0,0.0
809,pay,0,0,0,0.0
810,peek,0,0,0,0.0
811,peep,0,0,0,0.0
812,peer,0,0,0,0.0
813,pen,0,0,5,0.0
814,pencil,0,0,0,0.0
815,per,0,0,0,0.0
816,perceive,0,0,0,0.0
817,perfect,0,0,0,0.0
818,perform,0,0,5,0.0
819,permit,0,0,0,0.0
820,permute,0,0,0,0.0
821,perpetrate,0,0,0,0.0
822,person,0,0,0,0.0
823,phenomenon,0,0,0,0.0
824,phobia,0,0,0,0.0
825,phrase,0,0,0,0.0
826,pickle,0,0,0,0.0
827,piece,0,0,0,0.0
828,pin,0,0,0,0.0
829,place,0,5,0,0.0
830,plan,0,0,0,0.0
831,plant,0,5,0,0.0
832,platoon,0,0,0,0.0
833,pledge,0,0,0,0.0
834,plight,0,0,0,0.0
835,plonk,0,0,0,0.0
836,plump,0,0,0,0.0
837,plunk,0,0,0,0.0
838,pocket,0,0,0,0.0
839,point,0,5,0,0.0
840,ponder,0,0,0,0.0
841,pool,0,0,0,0.0
842,pop,0,0,0,0.0
843,popular,0,0,0,0.0
844,portion,0,0,0,0.0
845,portray,0,0,0,0.0
846,pose,0,0,0,0.0
847,posit,0,0,0,0.0
848,position,0,3,3,0.0
849,possessions,0,0,0,0.0
850,possie,0,0,0,0.0
851,post,0,0,5,0.0
852,practise,0,0,0,0.0
853,preconize,0,0,0,0.0
854,predicament,0,0,0,0.0
855,predict,1,0,0,0.0
856,preen,0,0,0,0.0
857,preoccupation,0,0,0,0.0
858,prepare,0,3,0,0.0
859,preprint,0,0,0,0.0
860,prescribe,0,5,0,0.0
861,present,0,0,0,0.0
862,presentation,0,0,0,0.0
863,press,0,0,0,0.0
864,pressure,0,0,0,0.0
865,pressurize,0,0,0,0.0
866,presuming,0,0,0,0.0
867,prevent,0,0,0,0.0
868,primp,0,0,0,0.0
869,principles,0,0,0,0.0
870,prink,0,0,0,0.0
871,print,0,0,5,0.0
872,probe,0,0,0,0.0
873,problem,0,0,0,0.0
874,proceeding,0,0,0,0.0
875,proclaim,0,0,0,0.0
876,produce,0,5,0,5.0
877,product,0,0,0,0.0
878,production,0,0,0,0.0
879,profess,0,0,0,0.0
880,proffer,0,0,0,0.0
881,programme,0,5,0,0.0
882,progress,0,0,0,0.0
883,promise,0,0,0,0.0
884,promote,0,5,0,0.0
885,prompt,0,0,0,0.0
886,promulgate,0,0,0,0.0
887,pronounce,0,0,1,0.0
888,pronouncement,0,0,0,0.0
889,proof,2,1,0,0.0
890,prop,0,0,0,0.0
891,propagate,0,0,0,0.0
892,proper,0,0,0,0.0
893,property,0,0,0,0.0
894,proportionate,0,0,0,0.0
895,propose,0,0,0,0.0
896,prosecute,0,0,0,0.0
897,prosper,0,0,0,0.0
898,protean,0,0,0,0.0
899,prototype,0,0,0,0.0
900,prove,3,2,0,0.0
